1152,676
954,549
880,484
890,468
928,486
904,474
867,469
864,480
866,468
858,476
857,484
817,468
786,454
770,459
762,446
757,446
790,446
830,455
841,466
831,485
803,471
787,447
803,462
785,467
817,474
809,481
812,468
848,467
885,478
909,500
897,483
919,502
921,506
902,510
895,506
875,496
905,509
908,514
894,512
877,495
879,487
874,492
893,480
893,484
870,483
858,485
898,490
913,504
931,506
910,510
928,509
925,514
927,511
911,518
945,513
956,513
959,515
978,520
972,496
964,493
968,492
952,490
934,488
921,481
940,486
959,501
917,477
930,482
922,488
898,491
931,501
920,500
888,480
898,498
905,517
911,507
882,489
878,490
895,492
910,503
923,521
918,522
929,529
897,531
903,502
885,483
869,481
848,488
832,487
864,496
882,529
878,526
849,511
860,524
875,512
878,506
876,505
879,505
882,513
