0,0
710,407
707,405
732,412
728,412
754,434
791,454
800,459
803,469
808,461
803,468
789,456
808,463
810,464
739,454
704,453
708,454
716,463
708,463
729,465
731,446
725,439
725,434
724,435
729,452
728,457
727,460
728,445
715,442
722,444
716,453
701,446
709,453
705,450
594,422
534,430
505,428
543,432
568,425
588,434
601,437
586,451
593,439
609,436
630,437
663,442
708,454
707,439
707,427
715,421
723,418
726,428
737,429
727,425
719,426
717,432
720,437
720,448
725,455
717,447
711,448
702,450
691,443
686,438
690,444
679,439
676,450
689,451
697,440
698,435
688,444
695,441
693,430
688,425
684,433
691,428
699,435
697,442
681,452
655,455
639,437
623,432
618,423
639,420
658,404
644,409
646,418
668,418
658,424
682,433
676,435
689,432
687,447
696,456
683,456
678,446
679,440
679,432
676,429
680,437
669,435
670,435
660,436
666,431
672,439
676,430
653,440
674,429
679,429
691,440
700,435
683,445
686,444
