0,0
844,452
821,441
837,450
850,460
864,478
869,465
864,463
861,465
856,469
871,481
845,469
864,451
875,472
846,467
873,471
863,473
849,469
852,470
864,474
863,452
866,465
864,478
866,484
867,484
871,482
840,487
865,490
889,486
881,480
879,463
862,468
864,476
869,466
874,465
862,454
864,455
893,461
878,476
891,463
871,470
875,468
888,460
890,467
896,473
896,493
892,490
875,475
870,475
865,487
868,479
830,470
819,469
811,474
813,476
782,488
806,476
798,481
781,484
792,481
781,473
762,456
771,477
792,470
820,468
786,482
777,488
818,481
808,471
793,470
814,458
790,464
805,454
817,454
841,467
826,473
854,476
838,472
830,474
850,470
808,458
802,463
812,467
819,452
826,465
819,446
843,457
846,459
830,457
852,473
847,468
837,479
844,483
861,482
849,475
843,469
852,471
861,487
815,465
839,472
815,471
843,468
854,468
848,468
849,465
832,470
838,472
845,457
869,470
865,472
868,461
843,457
830,466
831,471
828,480
862,488
852,491
